2025-01-10,ORD87992,433.01,Shanghai
2025-01-10,ORD62923,687.44,Sichuan
2025-01-10,ORD42271,2936.7,Beijing
2025-01-10,ORD91183,501.72,Jiangsu
2025-01-11,ORD86503,2869.61,Guangdong
2025-01-11,ORD44179,1100.87,Jiangsu
2025-01-11,ORD51180,1269.56,Zhejiang
2025-01-11,ORD27154,3391.28,Guangdong
2025-01-11,ORD69929,1649.27,Beijing
2025-01-11,ORD11220,2345.6,Sichuan
2025-01-11,ORD23104,458.98,Shanghai
2025-01-11,ORD76307,1399.48,Guangdong
2025-01-11,ORD19016,4408.42,Guangdong
2025-01-11,ORD47353,872.96,Sichuan
2025-01-12,ORD49651,3097.22,Jiangsu
2025-01-12,ORD79329,138.33,Sichuan
2025-01-12,ORD49240,4665.6,Beijing
2025-01-12,ORD27601,1395.88,Beijing
2025-01-12,ORD82512,861.69,Guangdong
2025-01-12,ORD89276,1132.09,Guangdong
2025-01-12,ORD36685,3468.74,Guangdong
2025-01-12,ORD76244,2493.81,Beijing
2025-01-12,ORD22097,3207.99,Guangdong
2025-01-12,ORD15778,117.37,Shanghai
2025-01-13,ORD93507,4901.01,Shanghai
2025-01-13,ORD67912,2803.23,Zhejiang
2025-01-13,ORD83519,147.38,Beijing
2025-01-13,ORD29536,2773.39,Guangdong
2025-01-13,ORD86350,2807.37,Zhejiang
2025-01-13,ORD26704,304.96,Guangdong
2025-01-13,ORD15229,4504.73,Shanghai
2025-01-13,ORD99399,1322.7,Beijing
2025-01-13,ORD56357,3922.57,Zhejiang
2025-01-13,ORD91351,3772.44,Shanghai
2025-01-14,ORD31299,4883.41,Shanghai
2025-01-14,ORD64040,221.45,Jiangsu
2025-01-14,ORD53540,3933.69,Zhejiang
2025-01-14,ORD97806,4333.91,Shanghai
2025-01-14,ORD44970,880.07,Jiangsu
2025-01-14,ORD24168,1974.45,Beijing
2025-01-14,ORD71694,1189.93,Zhejiang
2025-01-14,ORD55830,1595.44,Shanghai
2025-01-14,ORD39219,215.96,Shanghai
2025-01-14,ORD62227,1708.48,Beijing
2025-01-15,ORD46585,1820.62,Sichuan
2025-01-15,ORD62386,3429.64,Sichuan
2025-01-15,ORD53404,4702.26,Beijing
2025-01-15,ORD44237,974.98,Guangdong
2025-01-15,ORD15014,631.17,Zhejiang
2025-01-15,ORD55309,3669.87,Guangdong
2025-01-15,ORD67199,3070.42,Sichuan
2025-01-15,ORD25157,1987.46,Sichuan
2025-01-15,ORD34914,1348.14,Jiangsu
2025-01-15,ORD67154,108.29,Sichuan
2025-01-16,ORD97900,1065.47,Zhejiang
2025-01-16,ORD19171,4749.48,Guangdong
2025-01-16,ORD91678,1638.19,Beijing
2025-01-16,ORD49363,2584.9,Jiangsu
2025-01-16,ORD63528,1698.3,Jiangsu
2025-01-16,ORD48752,2816.62,Shanghai
2025-01-16,ORD65108,3358.15,Zhejiang
2025-01-16,ORD98777,3765.86,Shanghai
2025-01-16,ORD90676,2888.62,Zhejiang
2025-01-16,ORD81819,4185.25,Guangdong
2025-01-17,ORD47606,1129.9,Sichuan
2025-01-17,ORD89516,3308.06,Zhejiang
2025-01-17,ORD67905,2266.58,Shanghai
2025-01-17,ORD77000,2418.61,Jiangsu
2025-01-17,ORD32241,3328.37,Guangdong
2025-01-17,ORD77561,3352.88,Sichuan
2025-01-17,ORD53933,557.6,Shanghai
2025-01-17,ORD98184,1621.06,Shanghai
2025-01-17,ORD29313,219.68,Shanghai
2025-01-17,ORD72277,3095.24,Beijing
2025-01-18,ORD69692,2130.76,Jiangsu
2025-01-18,ORD85454,1052.73,Jiangsu
2025-01-18,ORD60328,2522.45,Shanghai
2025-01-18,ORD29342,3314.68,Beijing
2025-01-18,ORD23970,3914.26,Shanghai
2025-01-18,ORD33053,4040.14,Jiangsu
2025-01-18,ORD77889,2376.29,Sichuan
2025-01-18,ORD42662,4595.6,Beijing
2025-01-18,ORD69829,753.36,Zhejiang
2025-01-18,ORD97500,2702.55,Sichuan
2025-01-19,ORD88047,1654.76,Zhejiang
2025-01-19,ORD90301,4093.53,Sichuan
2025-01-19,ORD65933,4169.79,Sichuan
2025-01-19,ORD68446,4496.32,Jiangsu
2025-01-19,ORD72216,2305.34,Shanghai
2025-01-19,ORD93579,1458.83,Sichuan
2025-01-19,ORD73517,3171.07,Guangdong
2025-01-19,ORD67654,479.67,Guangdong
2025-01-19,ORD40735,1431.4,Guangdong
2025-01-19,ORD80798,494.83,Shanghai
2025-01-20,ORD40311,1976.87,Shanghai
2025-01-20,ORD38043,414.72,Zhejiang
2025-01-20,ORD53369,2758.79,Zhejiang
2025-01-20,ORD18161,1113.49,Zhejiang
2025-01-20,ORD61049,4533.71,Sichuan
2025-01-20,ORD12560,4297.99,Sichuan
2025-01-20,ORD59857,2437.2,Guangdong
2025-01-20,ORD49139,3792.03,Zhejiang
2025-01-20,ORD80545,3762.83,Sichuan
2025-01-20,ORD89069,4499.28,Zhejiang
2025-01-21,ORD38760,1437.38,Zhejiang
2025-01-21,ORD13804,2005.4,Jiangsu
2025-01-21,ORD99016,4010.9,Jiangsu
2025-01-21,ORD31632,4218.48,Shanghai
2025-01-21,ORD91560,2717.21,Zhejiang
2025-01-21,ORD87580,2865.52,Beijing
2025-01-21,ORD21003,3249.47,Shanghai
2025-01-21,ORD70515,990.47,Guangdong
2025-01-21,ORD59689,1704.03,Zhejiang
2025-01-21,ORD52840,1753.75,Zhejiang
2025-01-22,ORD46471,3784.85,Zhejiang
2025-01-22,ORD43065,4191.06,Zhejiang
2025-01-22,ORD12540,3770.22,Beijing
2025-01-22,ORD55870,1198.69,Beijing
2025-01-22,ORD95426,297.26,Beijing
2025-01-22,ORD42411,1076.87,Beijing
2025-01-22,ORD91439,846.67,Shanghai
2025-01-22,ORD72070,3380.35,Sichuan
2025-01-22,ORD38569,2378.67,Guangdong
2025-01-22,ORD58351,922.17,Sichuan
2025-01-23,ORD25012,3911.18,Shanghai
2025-01-23,ORD50768,629.68,Beijing
2025-01-23,ORD50888,2921.4,Zhejiang
2025-01-23,ORD61990,4713.21,Shanghai
2025-01-23,ORD19961,3001.28,Jiangsu
2025-01-23,ORD41830,599.32,Guangdong
2025-01-23,ORD99687,3042.02,Beijing
2025-01-23,ORD84177,3934.91,Guangdong
2025-01-23,ORD79827,2199.05,Guangdong
2025-01-23,ORD19038,2579.21,Guangdong
2025-01-24,ORD11658,4262.92,Zhejiang
2025-01-24,ORD23833,2224.26,Guangdong
2025-01-24,ORD93307,4468.72,Zhejiang
2025-01-24,ORD30052,2233.89,Jiangsu
2025-01-24,ORD78386,4830.82,Guangdong
2025-01-24,ORD90728,4060.18,Sichuan
2025-01-24,ORD73372,2377.88,Jiangsu
2025-01-24,ORD87656,1415.14,Shanghai
2025-01-24,ORD21359,1466.75,Zhejiang
2025-01-24,ORD41963,3777.33,Sichuan
2025-01-25,ORD89997,3374.12,Guangdong
2025-01-25,ORD13761,2522.1,Guangdong
2025-01-25,ORD33834,2488.99,Guangdong
2025-01-25,ORD43862,1767.66,Sichuan
2025-01-25,ORD46211,2823.38,Sichuan
2025-01-25,ORD35042,519.5,Jiangsu
2025-01-25,ORD63271,2494.03,Shanghai
2025-01-25,ORD72402,3264.92,Zhejiang
2025-01-25,ORD68743,3985.37,Beijing
2025-01-25,ORD48566,1185.82,Jiangsu
2025-01-26,ORD41890,1600.41,Sichuan
2025-01-26,ORD58368,2418.98,Sichuan
2025-01-26,ORD55056,2184.97,Jiangsu
2025-01-26,ORD82140,1720.88,Jiangsu
2025-01-26,ORD69473,1427.49,Guangdong
2025-01-26,ORD40217,691.21,Shanghai
2025-01-26,ORD51359,685.82,Sichuan
2025-01-26,ORD34267,1038.55,Jiangsu
2025-01-26,ORD73464,1454.85,Sichuan
2025-01-26,ORD78765,3024.27,Beijing
2025-01-27,ORD35443,1551.61,Guangdong
2025-01-27,ORD33519,1581.11,Jiangsu
2025-01-27,ORD80010,720.26,Beijing
2025-01-27,ORD17146,2811.46,Jiangsu
2025-01-27,ORD26551,3225.56,Zhejiang
2025-01-27,ORD23446,4376.33,Sichuan
2025-01-27,ORD47268,2400.05,Zhejiang
2025-01-27,ORD54657,1003.38,Beijing
2025-01-27,ORD43092,4711.21,Zhejiang
2025-01-27,ORD24953,4128.37,Zhejiang
2025-01-28,ORD74454,463.0,Jiangsu
2025-01-28,ORD99974,362.68,Shanghai
2025-01-28,ORD83772,4750.72,Beijing
2025-01-28,ORD42530,680.41,Zhejiang
2025-01-28,ORD89471,3021.02,Sichuan
2025-01-28,ORD39581,3900.9,Zhejiang
2025-01-28,ORD69049,4551.67,Guangdong
2025-01-28,ORD87139,4951.15,Guangdong
2025-01-28,ORD84531,3143.03,Sichuan
2025-01-28,ORD23006,4743.19,Shanghai
2025-01-29,ORD91987,1134.02,Jiangsu
2025-01-29,ORD20641,869.58,Shanghai
2025-01-29,ORD82350,467.82,Beijing
2025-01-29,ORD63545,2307.47,Sichuan
2025-01-29,ORD71592,1527.17,Shanghai
2025-01-29,ORD47762,3564.08,Jiangsu
2025-01-29,ORD69510,448.78,Shanghai
2025-01-29,ORD44675,3960.36,Jiangsu
2025-01-29,ORD87304,3339.8,Shanghai
2025-01-29,ORD65723,662.4,Shanghai
2025-01-30,ORD94886,830.05,Guangdong
2025-01-30,ORD28643,449.91,Shanghai
2025-01-30,ORD50319,3015.72,Sichuan
2025-01-30,ORD47828,2251.85,Zhejiang
2025-01-30,ORD49857,3528.7,Guangdong
2025-01-30,ORD75597,2745.91,Zhejiang
2025-01-30,ORD20543,3030.38,Zhejiang
2025-01-30,ORD52247,3058.2,Beijing
2025-01-30,ORD21970,1221.73,Jiangsu
2025-01-30,ORD85392,2976.9,Beijing
2025-01-31,ORD98117,4124.96,Sichuan
2025-01-31,ORD15273,3839.23,Shanghai
2025-01-31,ORD71669,2642.92,Zhejiang
2025-01-31,ORD46458,989.3,Sichuan
2025-01-31,ORD67132,3210.45,Zhejiang
2025-01-31,ORD21959,2403.05,Zhejiang
2025-01-31,ORD53687,1673.19,Beijing
2025-01-31,ORD31079,1716.04,Jiangsu
2025-01-31,ORD74942,1512.27,Zhejiang
2025-01-31,ORD82102,279.82,Beijing
